PeriodEnd,PeriodStart,Period,Dhi,Dni,Ebh,Ghi
2010-12-31T02:00:00Z,2010-12-31T01:00:00Z,PT60M,0,0,0,0
2010-12-31T03:00:00Z,2010-12-31T02:00:00Z,PT60M,0,0,0,0
2010-12-31T04:00:00Z,2010-12-31T03:00:00Z,PT60M,0,0,0,0
2010-12-31T05:00:00Z,2010-12-31T04:00:00Z,PT60M,0,0,0,0
2010-12-31T06:00:00Z,2010-12-31T05:00:00Z,PT60M,0,0,0,0
2010-12-31T07:00:00Z,2010-12-31T06:00:00Z,PT60M,0,0,0,0
2010-12-31T08:00:00Z,2010-12-31T07:00:00Z,PT60M,0,0,0,0
2010-12-31T09:00:00Z,2010-12-31T08:00:00Z,PT60M,10,2,0,10
2010-12-31T10:00:00Z,2010-12-31T09:00:00Z,PT60M,34,0,0,34
2010-12-31T11:00:00Z,2010-12-31T10:00:00Z,PT60M,49,0,0,49
2010-12-31T12:00:00Z,2010-12-31T11:00:00Z,PT60M,47,0,0,47
2010-12-31T13:00:00Z,2010-12-31T12:00:00Z,PT60M,74,0,0,74
2010-12-31T14:00:00Z,2010-12-31T13:00:00Z,PT60M,47,0,0,47
2010-12-31T15:00:00Z,2010-12-31T14:00:00Z,PT60M,27,0,0,27
2010-12-31T16:00:00Z,2010-12-31T15:00:00Z,PT60M,8,0,0,8
2010-12-31T17:00:00Z,2010-12-31T16:00:00Z,PT60M,0,0,0,0
2010-12-31T18:00:00Z,2010-12-31T17:00:00Z,PT60M,0,0,0,0
2010-12-31T19:00:00Z,2010-12-31T18:00:00Z,PT60M,0,0,0,0
2010-12-31T20:00:00Z,2010-12-31T19:00:00Z,PT60M,0,0,0,0
2010-12-31T21:00:00Z,2010-12-31T20:00:00Z,PT60M,0,0,0,0
2010-12-31T22:00:00Z,2010-12-31T21:00:00Z,PT60M,0,0,0,0
2010-12-31T23:00:00Z,2010-12-31T22:00:00Z,PT60M,0,0,0,0
2011-01-01T00:00:00Z,2010-12-31T23:00:00Z,PT60M,0,0,0,0
2011-01-01T01:00:00Z,2011-01-01T00:00:00Z,PT60M,0,0,0,0
2011-01-01T02:00:00Z,2011-01-01T01:00:00Z,PT60M,0,0,0,0
2011-01-01T03:00:00Z,2011-01-01T02:00:00Z,PT60M,0,0,0,0
2011-01-01T04:00:00Z,2011-01-01T03:00:00Z,PT60M,0,0,0,0
2011-01-01T05:00:00Z,2011-01-01T04:00:00Z,PT60M,0,0,0,0
2011-01-01T06:00:00Z,2011-01-01T05:00:00Z,PT60M,0,0,0,0
2011-01-01T07:00:00Z,2011-01-01T06:00:00Z,PT60M,0,0,0,0
2011-01-01T08:00:00Z,2011-01-01T07:00:00Z,PT60M,0,0,0,0
2011-01-01T09:00:00Z,2011-01-01T08:00:00Z,PT60M,10,0,0,10
2011-01-01T10:00:00Z,2011-01-01T09:00:00Z,PT60M,19,0,0,19
2011-01-01T11:00:00Z,2011-01-01T10:00:00Z,PT60M,44,148,35,79
2011-01-01T12:00:00Z,2011-01-01T11:00:00Z,PT60M,65,2,0,66
2011-01-01T13:00:00Z,2011-01-01T12:00:00Z,PT60M,48,0,0,48
2011-01-01T14:00:00Z,2011-01-01T13:00:00Z,PT60M,67,0,0,67
2011-01-01T15:00:00Z,2011-01-01T14:00:00Z,PT60M,40,0,0,40
2011-01-01T16:00:00Z,2011-01-01T15:00:00Z,PT60M,11,0,0,11
2011-01-01T17:00:00Z,2011-01-01T16:00:00Z,PT60M,0,0,0,0
2011-01-01T18:00:00Z,2011-01-01T17:00:00Z,PT60M,0,0,0,0
2011-01-01T19:00:00Z,2011-01-01T18:00:00Z,PT60M,0,0,0,0
2011-01-01T20:00:00Z,2011-01-01T19:00:00Z,PT60M,0,0,0,0
2011-01-01T21:00:00Z,2011-01-01T20:00:00Z,PT60M,0,0,0,0
2011-01-01T22:00:00Z,2011-01-01T21:00:00Z,PT60M,0,0,0,0
2011-01-01T23:00:00Z,2011-01-01T22:00:00Z,PT60M,0,0,0,0
2011-01-02T00:00:00Z,2011-01-01T23:00:00Z,PT60M,0,0,0,0
2011-01-02T01:00:00Z,2011-01-02T00:00:00Z,PT60M,0,0,0,0
2011-01-02T02:00:00Z,2011-01-02T01:00:00Z,PT60M,0,0,0,0
2011-01-02T03:00:00Z,2011-01-02T02:00:00Z,PT60M,0,0,0,0
2011-01-02T04:00:00Z,2011-01-02T03:00:00Z,PT60M,0,0,0,0
2011-01-02T05:00:00Z,2011-01-02T04:00:00Z,PT60M,0,0,0,0
2011-01-02T06:00:00Z,2011-01-02T05:00:00Z,PT60M,0,0,0,0
2011-01-02T07:00:00Z,2011-01-02T06:00:00Z,PT60M,0,0,0,0
2011-01-02T08:00:00Z,2011-01-02T07:00:00Z,PT60M,0,0,0,0
2011-01-02T09:00:00Z,2011-01-02T08:00:00Z,PT60M,13,91,8,21
2011-01-02T10:00:00Z,2011-01-02T09:00:00Z,PT60M,48,381,54,101
2011-01-02T11:00:00Z,2011-01-02T10:00:00Z,PT60M,101,4,1,102
2011-01-02T12:00:00Z,2011-01-02T11:00:00Z,PT60M,87,0,0,87
2011-01-02T13:00:00Z,2011-01-02T12:00:00Z,PT60M,102,0,0,102
2011-01-02T14:00:00Z,2011-01-02T13:00:00Z,PT60M,100,0,0,100
2011-01-02T15:00:00Z,2011-01-02T14:00:00Z,PT60M,64,129,16,79
2011-01-02T16:00:00Z,2011-01-02T15:00:00Z,PT60M,17,134,12,29
2011-01-02T17:00:00Z,2011-01-02T16:00:00Z,PT60M,0,0,0,0
2011-01-02T18:00:00Z,2011-01-02T17:00:00Z,PT60M,0,0,0,0
2011-01-02T19:00:00Z,2011-01-02T18:00:00Z,PT60M,0,0,0,0
2011-01-02T20:00:00Z,2011-01-02T19:00:00Z,PT60M,0,0,0,0
2011-01-02T21:00:00Z,2011-01-02T20:00:00Z,PT60M,0,0,0,0
2011-01-02T22:00:00Z,2011-01-02T21:00:00Z,PT60M,0,0,0,0
2011-01-02T23:00:00Z,2011-01-02T22:00:00Z,PT60M,0,0,0,0
2011-01-03T00:00:00Z,2011-01-02T23:00:00Z,PT60M,0,0,0,0
2011-01-03T01:00:00Z,2011-01-03T00:00:00Z,PT60M,0,0,0,0
2011-01-03T02:00:00Z,2011-01-03T01:00:00Z,PT60M,0,0,0,0
2011-01-03T03:00:00Z,2011-01-03T02:00:00Z,PT60M,0,0,0,0
2011-01-03T04:00:00Z,2011-01-03T03:00:00Z,PT60M,0,0,0,0
2011-01-03T05:00:00Z,2011-01-03T04:00:00Z,PT60M,0,0,0,0
2011-01-03T06:00:00Z,2011-01-03T05:00:00Z,PT60M,0,0,0,0
2011-01-03T07:00:00Z,2011-01-03T06:00:00Z,PT60M,0,0,0,0
2011-01-03T08:00:00Z,2011-01-03T07:00:00Z,PT60M,0,0,0,0
2011-01-03T09:00:00Z,2011-01-03T08:00:00Z,PT60M,12,120,11,23
2011-01-03T10:00:00Z,2011-01-03T09:00:00Z,PT60M,59,63,6,65
2011-01-03T11:00:00Z,2011-01-03T10:00:00Z,PT60M,114,24,5,119
2011-01-03T12:00:00Z,2011-01-03T11:00:00Z,PT60M,118,71,19,137
2011-01-03T13:00:00Z,2011-01-03T12:00:00Z,PT60M,100,1,0,101
2011-01-03T14:00:00Z,2011-01-03T13:00:00Z,PT60M,77,0,0,77
2011-01-03T15:00:00Z,2011-01-03T14:00:00Z,PT60M,59,29,3,62
2011-01-03T16:00:00Z,2011-01-03T15:00:00Z,PT60M,16,55,6,21
2011-01-03T17:00:00Z,2011-01-03T16:00:00Z,PT60M,0,0,0,0
2011-01-03T18:00:00Z,2011-01-03T17:00:00Z,PT60M,0,0,0,0
2011-01-03T19:00:00Z,2011-01-03T18:00:00Z,PT60M,0,0,0,0
2011-01-03T20:00:00Z,2011-01-03T19:00:00Z,PT60M,0,0,0,0
2011-01-03T21:00:00Z,2011-01-03T20:00:00Z,PT60M,0,0,0,0
2011-01-03T22:00:00Z,2011-01-03T21:00:00Z,PT60M,0,0,0,0
2011-01-03T23:00:00Z,2011-01-03T22:00:00Z,PT60M,0,0,0,0
2011-01-04T00:00:00Z,2011-01-03T23:00:00Z,PT60M,0,0,0,0
2011-01-04T01:00:00Z,2011-01-04T00:00:00Z,PT60M,0,0,0,0
2011-01-04T02:00:00Z,2011-01-04T01:00:00Z,PT60M,0,0,0,0
2011-01-04T03:00:00Z,2011-01-04T02:00:00Z,PT60M,0,0,0,0
2011-01-04T04:00:00Z,2011-01-04T03:00:00Z,PT60M,0,0,0,0
2011-01-04T05:00:00Z,2011-01-04T04:00:00Z,PT60M,0,0,0,0
2011-01-04T06:00:00Z,2011-01-04T05:00:00Z,PT60M,0,0,0,0
2011-01-04T07:00:00Z,2011-01-04T06:00:00Z,PT60M,0,0,0,0
2011-01-04T08:00:00Z,2011-01-04T07:00:00Z,PT60M,0,0,0,0
2011-01-04T09:00:00Z,2011-01-04T08:00:00Z,PT60M,12,0,0,12
2011-01-04T10:00:00Z,2011-01-04T09:00:00Z,PT60M,47,0,0,47
2011-01-04T11:00:00Z,2011-01-04T10:00:00Z,PT60M,85,0,0,85
2011-01-04T12:00:00Z,2011-01-04T11:00:00Z,PT60M,136,65,17,153
2011-01-04T13:00:00Z,2011-01-04T12:00:00Z,PT60M,70,595,157,227
2011-01-04T14:00:00Z,2011-01-04T13:00:00Z,PT60M,110,121,30,140
2011-01-04T15:00:00Z,2011-01-04T14:00:00Z,PT60M,69,210,29,98
2011-01-04T16:00:00Z,2011-01-04T15:00:00Z,PT60M,19,77,8,27
2011-01-04T17:00:00Z,2011-01-04T16:00:00Z,PT60M,0,0,0,0
2011-01-04T18:00:00Z,2011-01-04T17:00:00Z,PT60M,0,0,0,0
2011-01-04T19:00:00Z,2011-01-04T18:00:00Z,PT60M,0,0,0,0
2011-01-04T20:00:00Z,2011-01-04T19:00:00Z,PT60M,0,0,0,0
2011-01-04T21:00:00Z,2011-01-04T20:00:00Z,PT60M,0,0,0,0
2011-01-04T22:00:00Z,2011-01-04T21:00:00Z,PT60M,0,0,0,0
2011-01-04T23:00:00Z,2011-01-04T22:00:00Z,PT60M,0,0,0,0
2011-01-05T00:00:00Z,2011-01-04T23:00:00Z,PT60M,0,0,0,0
2011-01-05T01:00:00Z,2011-01-05T00:00:00Z,PT60M,0,0,0,0
2011-01-05T02:00:00Z,2011-01-05T01:00:00Z,PT60M,0,0,0,0
2011-01-05T03:00:00Z,2011-01-05T02:00:00Z,PT60M,0,0,0,0
2011-01-05T04:00:00Z,2011-01-05T03:00:00Z,PT60M,0,0,0,0
2011-01-05T05:00:00Z,2011-01-05T04:00:00Z,PT60M,0,0,0,0
2011-01-05T06:00:00Z,2011-01-05T05:00:00Z,PT60M,0,0,0,0
2011-01-05T07:00:00Z,2011-01-05T06:00:00Z,PT60M,0,0,0,0
2011-01-05T08:00:00Z,2011-01-05T07:00:00Z,PT60M,0,0,0,0
2011-01-05T09:00:00Z,2011-01-05T08:00:00Z,PT60M,12,133,12,24
2011-01-05T10:00:00Z,2011-01-05T09:00:00Z,PT60M,37,498,73,110
2011-01-05T11:00:00Z,2011-01-05T10:00:00Z,PT60M,50,623,138,188
2011-01-05T12:00:00Z,2011-01-05T11:00:00Z,PT60M,91,110,27,118
2011-01-05T13:00:00Z,2011-01-05T12:00:00Z,PT60M,60,0,0,60
2011-01-05T14:00:00Z,2011-01-05T13:00:00Z,PT60M,85,0,0,85
2011-01-05T15:00:00Z,2011-01-05T14:00:00Z,PT60M,50,1,0,50
2011-01-05T16:00:00Z,2011-01-05T15:00:00Z,PT60M,22,17,2,24
2011-01-05T17:00:00Z,2011-01-05T16:00:00Z,PT60M,0,0,0,0
2011-01-05T18:00:00Z,2011-01-05T17:00:00Z,PT60M,0,0,0,0
2011-01-05T19:00:00Z,2011-01-05T18:00:00Z,PT60M,0,0,0,0
2011-01-05T20:00:00Z,2011-01-05T19:00:00Z,PT60M,0,0,0,0
2011-01-05T21:00:00Z,2011-01-05T20:00:00Z,PT60M,0,0,0,0
2011-01-05T22:00:00Z,2011-01-05T21:00:00Z,PT60M,0,0,0,0
2011-01-05T23:00:00Z,2011-01-05T22:00:00Z,PT60M,0,0,0,0
2011-01-06T00:00:00Z,2011-01-05T23:00:00Z,PT60M,0,0,0,0
2011-01-06T01:00:00Z,2011-01-06T00:00:00Z,PT60M,0,0,0,0
2011-01-06T02:00:00Z,2011-01-06T01:00:00Z,PT60M,0,0,0,0
2011-01-06T03:00:00Z,2011-01-06T02:00:00Z,PT60M,0,0,0,0
2011-01-06T04:00:00Z,2011-01-06T03:00:00Z,PT60M,0,0,0,0
2011-01-06T05:00:00Z,2011-01-06T04:00:00Z,PT60M,0,0,0,0
2011-01-06T06:00:00Z,2011-01-06T05:00:00Z,PT60M,0,0,0,0
2011-01-06T07:00:00Z,2011-01-06T06:00:00Z,PT60M,0,0,0,0
2011-01-06T08:00:00Z,2011-01-06T07:00:00Z,PT60M,0,0,0,0
2011-01-06T09:00:00Z,2011-01-06T08:00:00Z,PT60M,1,0,0,1
2011-01-06T10:00:00Z,2011-01-06T09:00:00Z,PT60M,19,0,0,19
2011-01-06T11:00:00Z,2011-01-06T10:00:00Z,PT60M,26,0,0,26
2011-01-06T12:00:00Z,2011-01-06T11:00:00Z,PT60M,28,0,0,28
2011-01-06T13:00:00Z,2011-01-06T12:00:00Z,PT60M,44,0,0,44
2011-01-06T14:00:00Z,2011-01-06T13:00:00Z,PT60M,55,0,0,55
2011-01-06T15:00:00Z,2011-01-06T14:00:00Z,PT60M,48,0,0,48
2011-01-06T16:00:00Z,2011-01-06T15:00:00Z,PT60M,22,0,0,22
2011-01-06T17:00:00Z,2011-01-06T16:00:00Z,PT60M,0,0,0,0
2011-01-06T18:00:00Z,2011-01-06T17:00:00Z,PT60M,0,0,0,0
2011-01-06T19:00:00Z,2011-01-06T18:00:00Z,PT60M,0,0,0,0
2011-01-06T20:00:00Z,2011-01-06T19:00:00Z,PT60M,0,0,0,0
2011-01-06T21:00:00Z,2011-01-06T20:00:00Z,PT60M,0,0,0,0
2011-01-06T22:00:00Z,2011-01-06T21:00:00Z,PT60M,0,0,0,0
2011-01-06T23:00:00Z,2011-01-06T22:00:00Z,PT60M,0,0,0,0
2011-01-07T00:00:00Z,2011-01-06T23:00:00Z,PT60M,0,0,0,0
2011-01-07T01:00:00Z,2011-01-07T00:00:00Z,PT60M,0,0,0,0
2011-01-07T02:00:00Z,2011-01-07T01:00:00Z,PT60M,0,0,0,0
2011-01-07T03:00:00Z,2011-01-07T02:00:00Z,PT60M,0,0,0,0
2011-01-07T04:00:00Z,2011-01-07T03:00:00Z,PT60M,0,0,0,0
2011-01-07T05:00:00Z,2011-01-07T04:00:00Z,PT60M,0,0,0,0
2011-01-07T06:00:00Z,2011-01-07T05:00:00Z,PT60M,0,0,0,0
2011-01-07T07:00:00Z,2011-01-07T06:00:00Z,PT60M,0,0,0,0
2011-01-07T08:00:00Z,2011-01-07T07:00:00Z,PT60M,0,0,0,0
2011-01-07T09:00:00Z,2011-01-07T08:00:00Z,PT60M,9,0,0,9
2011-01-07T10:00:00Z,2011-01-07T09:00:00Z,PT60M,25,0,0,25
2011-01-07T11:00:00Z,2011-01-07T10:00:00Z,PT60M,18,0,0,18
2011-01-07T12:00:00Z,2011-01-07T11:00:00Z,PT60M,50,0,0,50
2011-01-07T13:00:00Z,2011-01-07T12:00:00Z,PT60M,89,164,45,133
2011-01-07T14:00:00Z,2011-01-07T13:00:00Z,PT60M,80,216,53,132
2011-01-07T15:00:00Z,2011-01-07T14:00:00Z,PT60M,62,237,39,101
2011-01-07T16:00:00Z,2011-01-07T15:00:00Z,PT60M,18,1,0,18
2011-01-07T17:00:00Z,2011-01-07T16:00:00Z,PT60M,0,0,0,0
2011-01-07T18:00:00Z,2011-01-07T17:00:00Z,PT60M,0,0,0,0
2011-01-07T19:00:00Z,2011-01-07T18:00:00Z,PT60M,0,0,0,0
2011-01-07T20:00:00Z,2011-01-07T19:00:00Z,PT60M,0,0,0,0
2011-01-07T21:00:00Z,2011-01-07T20:00:00Z,PT60M,0,0,0,0
2011-01-07T22:00:00Z,2011-01-07T21:00:00Z,PT60M,0,0,0,0
2011-01-07T23:00:00Z,2011-01-07T22:00:00Z,PT60M,0,0,0,0
2011-01-08T00:00:00Z,2011-01-07T23:00:00Z,PT60M,0,0,0,0
2011-01-08T01:00:00Z,2011-01-08T00:00:00Z,PT60M,0,0,0,0
2011-01-08T02:00:00Z,2011-01-08T01:00:00Z,PT60M,0,0,0,0
2011-01-08T03:00:00Z,2011-01-08T02:00:00Z,PT60M,0,0,0,0
2011-01-08T04:00:00Z,2011-01-08T03:00:00Z,PT60M,0,0,0,0
2011-01-08T05:00:00Z,2011-01-08T04:00:00Z,PT60M,0,0,0,0
2011-01-08T06:00:00Z,2011-01-08T05:00:00Z,PT60M,0,0,0,0
2011-01-08T07:00:00Z,2011-01-08T06:00:00Z,PT60M,0,0,0,0
2011-01-08T08:00:00Z,2011-01-08T07:00:00Z,PT60M,0,0,0,0
2011-01-08T09:00:00Z,2011-01-08T08:00:00Z,PT60M,9,0,0,9
2011-01-08T10:00:00Z,2011-01-08T09:00:00Z,PT60M,35,213,36,71
2011-01-08T11:00:00Z,2011-01-08T10:00:00Z,PT60M,72,73,14,87
2011-01-08T12:00:00Z,2011-01-08T11:00:00Z,PT60M,68,0,0,68
2011-01-08T13:00:00Z,2011-01-08T12:00:00Z,PT60M,75,0,0,75
2011-01-08T14:00:00Z,2011-01-08T13:00:00Z,PT60M,58,0,0,58
2011-01-08T15:00:00Z,2011-01-08T14:00:00Z,PT60M,45,426,68,113
2011-01-08T16:00:00Z,2011-01-08T15:00:00Z,PT60M,19,232,22,41
2011-01-08T17:00:00Z,2011-01-08T16:00:00Z,PT60M,0,0,0,0
2011-01-08T18:00:00Z,2011-01-08T17:00:00Z,PT60M,0,0,0,0
2011-01-08T19:00:00Z,2011-01-08T18:00:00Z,PT60M,0,0,0,0
2011-01-08T20:00:00Z,2011-01-08T19:00:00Z,PT60M,0,0,0,0
2011-01-08T21:00:00Z,2011-01-08T20:00:00Z,PT60M,0,0,0,0
2011-01-08T22:00:00Z,2011-01-08T21:00:00Z,PT60M,0,0,0,0
2011-01-08T23:00:00Z,2011-01-08T22:00:00Z,PT60M,0,0,0,0
2011-01-09T00:00:00Z,2011-01-08T23:00:00Z,PT60M,0,0,0,0
2011-01-09T01:00:00Z,2011-01-09T00:00:00Z,PT60M,0,0,0,0
2011-01-09T02:00:00Z,2011-01-09T01:00:00Z,PT60M,0,0,0,0
2011-01-09T03:00:00Z,2011-01-09T02:00:00Z,PT60M,0,0,0,0
2011-01-09T04:00:00Z,2011-01-09T03:00:00Z,PT60M,0,0,0,0
2011-01-09T05:00:00Z,2011-01-09T04:00:00Z,PT60M,0,0,0,0
2011-01-09T06:00:00Z,2011-01-09T05:00:00Z,PT60M,0,0,0,0
2011-01-09T07:00:00Z,2011-01-09T06:00:00Z,PT60M,0,0,0,0
2011-01-09T08:00:00Z,2011-01-09T07:00:00Z,PT60M,0,0,0,0
2011-01-09T09:00:00Z,2011-01-09T08:00:00Z,PT60M,13,157,14,27
2011-01-09T10:00:00Z,2011-01-09T09:00:00Z,PT60M,36,557,85,121
2011-01-09T11:00:00Z,2011-01-09T10:00:00Z,PT60M,46,695,158,205
2011-01-09T12:00:00Z,2011-01-09T11:00:00Z,PT60M,51,749,202,253
2011-01-09T13:00:00Z,2011-01-09T12:00:00Z,PT60M,51,757,208,258
2011-01-09T14:00:00Z,2011-01-09T13:00:00Z,PT60M,47,712,171,218
2011-01-09T15:00:00Z,2011-01-09T14:00:00Z,PT60M,39,596,102,141
2011-01-09T16:00:00Z,2011-01-09T15:00:00Z,PT60M,19,262,26,45
2011-01-09T17:00:00Z,2011-01-09T16:00:00Z,PT60M,0,0,0,0
2011-01-09T18:00:00Z,2011-01-09T17:00:00Z,PT60M,0,0,0,0
2011-01-09T19:00:00Z,2011-01-09T18:00:00Z,PT60M,0,0,0,0
2011-01-09T20:00:00Z,2011-01-09T19:00:00Z,PT60M,0,0,0,0
2011-01-09T21:00:00Z,2011-01-09T20:00:00Z,PT60M,0,0,0,0
2011-01-09T22:00:00Z,2011-01-09T21:00:00Z,PT60M,0,0,0,0
2011-01-09T23:00:00Z,2011-01-09T22:00:00Z,PT60M,0,0,0,0
2011-01-10T00:00:00Z,2011-01-09T23:00:00Z,PT60M,0,0,0,0
2011-01-10T01:00:00Z,2011-01-10T00:00:00Z,PT60M,0,0,0,0
2011-01-10T02:00:00Z,2011-01-10T01:00:00Z,PT60M,0,0,0,0
2011-01-10T03:00:00Z,2011-01-10T02:00:00Z,PT60M,0,0,0,0
2011-01-10T04:00:00Z,2011-01-10T03:00:00Z,PT60M,0,0,0,0
2011-01-10T05:00:00Z,2011-01-10T04:00:00Z,PT60M,0,0,0,0
2011-01-10T06:00:00Z,2011-01-10T05:00:00Z,PT60M,0,0,0,0
2011-01-10T07:00:00Z,2011-01-10T06:00:00Z,PT60M,0,0,0,0
2011-01-10T08:00:00Z,2011-01-10T07:00:00Z,PT60M,0,0,0,0
2011-01-10T09:00:00Z,2011-01-10T08:00:00Z,PT60M,14,0,0,14
2011-01-10T10:00:00Z,2011-01-10T09:00:00Z,PT60M,46,0,0,46
2011-01-10T11:00:00Z,2011-01-10T10:00:00Z,PT60M,87,0,0,87
2011-01-10T12:00:00Z,2011-01-10T11:00:00Z,PT60M,91,0,0,91
2011-01-10T13:00:00Z,2011-01-10T12:00:00Z,PT60M,122,0,0,122
2011-01-10T14:00:00Z,2011-01-10T13:00:00Z,PT60M,92,163,39,131
2011-01-10T15:00:00Z,2011-01-10T14:00:00Z,PT60M,86,25,4,90
2011-01-10T16:00:00Z,2011-01-10T15:00:00Z,PT60M,15,24,3,18
2011-01-10T17:00:00Z,2011-01-10T16:00:00Z,PT60M,0,0,0,0
2011-01-10T18:00:00Z,2011-01-10T17:00:00Z,PT60M,0,0,0,0
2011-01-10T19:00:00Z,2011-01-10T18:00:00Z,PT60M,0,0,0,0
2011-01-10T20:00:00Z,2011-01-10T19:00:00Z,PT60M,0,0,0,0
2011-01-10T21:00:00Z,2011-01-10T20:00:00Z,PT60M,0,0,0,0
2011-01-10T22:00:00Z,2011-01-10T21:00:00Z,PT60M,0,0,0,0
2011-01-10T23:00:00Z,2011-01-10T22:00:00Z,PT60M,0,0,0,0
2011-01-11T00:00:00Z,2011-01-10T23:00:00Z,PT60M,0,0,0,0
2011-01-11T01:00:00Z,2011-01-11T00:00:00Z,PT60M,0,0,0,0
2011-01-11T02:00:00Z,2011-01-11T01:00:00Z,PT60M,0,0,0,0
2011-01-11T03:00:00Z,2011-01-11T02:00:00Z,PT60M,0,0,0,0
2011-01-11T04:00:00Z,2011-01-11T03:00:00Z,PT60M,0,0,0,0
2011-01-11T05:00:00Z,2011-01-11T04:00:00Z,PT60M,0,0,0,0
2011-01-11T06:00:00Z,2011-01-11T05:00:00Z,PT60M,0,0,0,0
2011-01-11T07:00:00Z,2011-01-11T06:00:00Z,PT60M,0,0,0,0
2011-01-11T08:00:00Z,2011-01-11T07:00:00Z,PT60M,0,0,0,0
2011-01-11T09:00:00Z,2011-01-11T08:00:00Z,PT60M,18,37,3,21
2011-01-11T10:00:00Z,2011-01-11T09:00:00Z,PT60M,31,0,0,31
2011-01-11T11:00:00Z,2011-01-11T10:00:00Z,PT60M,49,0,0,49
2011-01-11T12:00:00Z,2011-01-11T11:00:00Z,PT60M,40,0,0,40
2011-01-11T13:00:00Z,2011-01-11T12:00:00Z,PT60M,36,0,0,36
2011-01-11T14:00:00Z,2011-01-11T13:00:00Z,PT60M,31,0,0,31
2011-01-11T15:00:00Z,2011-01-11T14:00:00Z,PT60M,35,0,0,35
2011-01-11T16:00:00Z,2011-01-11T15:00:00Z,PT60M,25,79,7,32
2011-01-11T17:00:00Z,2011-01-11T16:00:00Z,PT60M,0,1,0,0
2011-01-11T18:00:00Z,2011-01-11T17:00:00Z,PT60M,0,0,0,0
2011-01-11T19:00:00Z,2011-01-11T18:00:00Z,PT60M,0,0,0,0
2011-01-11T20:00:00Z,2011-01-11T19:00:00Z,PT60M,0,0,0,0
2011-01-11T21:00:00Z,2011-01-11T20:00:00Z,PT60M,0,0,0,0
2011-01-11T22:00:00Z,2011-01-11T21:00:00Z,PT60M,0,0,0,0
2011-01-11T23:00:00Z,2011-01-11T22:00:00Z,PT60M,0,0,0,0
2011-01-12T00:00:00Z,2011-01-11T23:00:00Z,PT60M,0,0,0,0
2011-01-12T01:00:00Z,2011-01-12T00:00:00Z,PT60M,0,0,0,0
2011-01-12T02:00:00Z,2011-01-12T01:00:00Z,PT60M,0,0,0,0
2011-01-12T03:00:00Z,2011-01-12T02:00:00Z,PT60M,0,0,0,0
2011-01-12T04:00:00Z,2011-01-12T03:00:00Z,PT60M,0,0,0,0
2011-01-12T05:00:00Z,2011-01-12T04:00:00Z,PT60M,0,0,0,0
2011-01-12T06:00:00Z,2011-01-12T05:00:00Z,PT60M,0,0,0,0
2011-01-12T07:00:00Z,2011-01-12T06:00:00Z,PT60M,0,0,0,0
2011-01-12T08:00:00Z,2011-01-12T07:00:00Z,PT60M,0,0,0,0
2011-01-12T09:00:00Z,2011-01-12T08:00:00Z,PT60M,4,0,0,4
2011-01-12T10:00:00Z,2011-01-12T09:00:00Z,PT60M,32,0,0,32
2011-01-12T11:00:00Z,2011-01-12T10:00:00Z,PT60M,29,0,0,29
2011-01-12T12:00:00Z,2011-01-12T11:00:00Z,PT60M,48,0,0,48
2011-01-12T13:00:00Z,2011-01-12T12:00:00Z,PT60M,30,0,0,30
2011-01-12T14:00:00Z,2011-01-12T13:00:00Z,PT60M,44,0,0,44
2011-01-12T15:00:00Z,2011-01-12T14:00:00Z,PT60M,51,0,0,51
2011-01-12T16:00:00Z,2011-01-12T15:00:00Z,PT60M,13,0,0,13
2011-01-12T17:00:00Z,2011-01-12T16:00:00Z,PT60M,0,0,0,0
2011-01-12T18:00:00Z,2011-01-12T17:00:00Z,PT60M,0,0,0,0
2011-01-12T19:00:00Z,2011-01-12T18:00:00Z,PT60M,0,0,0,0
2011-01-12T20:00:00Z,2011-01-12T19:00:00Z,PT60M,0,0,0,0
2011-01-12T21:00:00Z,2011-01-12T20:00:00Z,PT60M,0,0,0,0
2011-01-12T22:00:00Z,2011-01-12T21:00:00Z,PT60M,0,0,0,0
2011-01-12T23:00:00Z,2011-01-12T22:00:00Z,PT60M,0,0,0,0
2011-01-13T00:00:00Z,2011-01-12T23:00:00Z,PT60M,0,0,0,0
2011-01-13T01:00:00Z,2011-01-13T00:00:00Z,PT60M,0,0,0,0
2011-01-13T02:00:00Z,2011-01-13T01:00:00Z,PT60M,0,0,0,0
2011-01-13T03:00:00Z,2011-01-13T02:00:00Z,PT60M,0,0,0,0
2011-01-13T04:00:00Z,2011-01-13T03:00:00Z,PT60M,0,0,0,0
2011-01-13T05:00:00Z,2011-01-13T04:00:00Z,PT60M,0,0,0,0
2011-01-13T06:00:00Z,2011-01-13T05:00:00Z,PT60M,0,0,0,0
2011-01-13T07:00:00Z,2011-01-13T06:00:00Z,PT60M,0,0,0,0
2011-01-13T08:00:00Z,2011-01-13T07:00:00Z,PT60M,0,0,0,0
2011-01-13T09:00:00Z,2011-01-13T08:00:00Z,PT60M,7,0,0,7
2011-01-13T10:00:00Z,2011-01-13T09:00:00Z,PT60M,45,0,0,45
2011-01-13T11:00:00Z,2011-01-13T10:00:00Z,PT60M,39,0,0,39
2011-01-13T12:00:00Z,2011-01-13T11:00:00Z,PT60M,66,0,0,66
2011-01-13T13:00:00Z,2011-01-13T12:00:00Z,PT60M,45,0,0,45
