PeriodEnd,PeriodStart,Period,Dhi,Dni,Ebh,Ghi
2012-02-03T07:00:00Z,2012-02-03T06:00:00Z,PT60M,0,0,0,0
2012-02-03T08:00:00Z,2012-02-03T07:00:00Z,PT60M,2,13,1,3
2012-02-03T09:00:00Z,2012-02-03T08:00:00Z,PT60M,42,20,2,44
2012-02-03T10:00:00Z,2012-02-03T09:00:00Z,PT60M,86,232,60,146
2012-02-03T11:00:00Z,2012-02-03T10:00:00Z,PT60M,62,752,231,293
2012-02-03T12:00:00Z,2012-02-03T11:00:00Z,PT60M,66,805,286,352
2012-02-03T13:00:00Z,2012-02-03T12:00:00Z,PT60M,64,825,301,365
2012-02-03T14:00:00Z,2012-02-03T13:00:00Z,PT60M,60,802,268,328
2012-02-03T15:00:00Z,2012-02-03T14:00:00Z,PT60M,53,730,194,247
2012-02-03T16:00:00Z,2012-02-03T15:00:00Z,PT60M,40,565,94,134
2012-02-03T17:00:00Z,2012-02-03T16:00:00Z,PT60M,12,141,13,25
2012-02-03T18:00:00Z,2012-02-03T17:00:00Z,PT60M,0,0,0,0
2012-02-03T19:00:00Z,2012-02-03T18:00:00Z,PT60M,0,0,0,0
2012-02-03T20:00:00Z,2012-02-03T19:00:00Z,PT60M,0,0,0,0
2012-02-03T21:00:00Z,2012-02-03T20:00:00Z,PT60M,0,0,0,0
2012-02-03T22:00:00Z,2012-02-03T21:00:00Z,PT60M,0,0,0,0
2012-02-03T23:00:00Z,2012-02-03T22:00:00Z,PT60M,0,0,0,0
2012-02-04T00:00:00Z,2012-02-03T23:00:00Z,PT60M,0,0,0,0
2012-02-04T01:00:00Z,2012-02-04T00:00:00Z,PT60M,0,0,0,0
2012-02-04T02:00:00Z,2012-02-04T01:00:00Z,PT60M,0,0,0,0
2012-02-04T03:00:00Z,2012-02-04T02:00:00Z,PT60M,0,0,0,0
2012-02-04T04:00:00Z,2012-02-04T03:00:00Z,PT60M,0,0,0,0
2012-02-04T05:00:00Z,2012-02-04T04:00:00Z,PT60M,0,0,0,0
2012-02-04T06:00:00Z,2012-02-04T05:00:00Z,PT60M,0,0,0,0
2012-02-04T07:00:00Z,2012-02-04T06:00:00Z,PT60M,0,0,0,0
2012-02-04T08:00:00Z,2012-02-04T07:00:00Z,PT60M,2,7,1,3
2012-02-04T09:00:00Z,2012-02-04T08:00:00Z,PT60M,38,243,31,69
2012-02-04T10:00:00Z,2012-02-04T09:00:00Z,PT60M,88,319,70,157
2012-02-04T11:00:00Z,2012-02-04T10:00:00Z,PT60M,105,508,157,262
2012-02-04T12:00:00Z,2012-02-04T11:00:00Z,PT60M,219,25,9,227
2012-02-04T13:00:00Z,2012-02-04T12:00:00Z,PT60M,205,0,0,205
2012-02-04T14:00:00Z,2012-02-04T13:00:00Z,PT60M,170,0,0,170
2012-02-04T15:00:00Z,2012-02-04T14:00:00Z,PT60M,102,0,0,102
2012-02-04T16:00:00Z,2012-02-04T15:00:00Z,PT60M,48,0,0,48
2012-02-04T17:00:00Z,2012-02-04T16:00:00Z,PT60M,11,0,0,11
2012-02-04T18:00:00Z,2012-02-04T17:00:00Z,PT60M,0,0,0,0
2012-02-04T19:00:00Z,2012-02-04T18:00:00Z,PT60M,0,0,0,0
2012-02-04T20:00:00Z,2012-02-04T19:00:00Z,PT60M,0,0,0,0
2012-02-04T21:00:00Z,2012-02-04T20:00:00Z,PT60M,0,0,0,0
2012-02-04T22:00:00Z,2012-02-04T21:00:00Z,PT60M,0,0,0,0
2012-02-04T23:00:00Z,2012-02-04T22:00:00Z,PT60M,0,0,0,0
2012-02-05T00:00:00Z,2012-02-04T23:00:00Z,PT60M,0,0,0,0
2012-02-05T01:00:00Z,2012-02-05T00:00:00Z,PT60M,0,0,0,0
2012-02-05T02:00:00Z,2012-02-05T01:00:00Z,PT60M,0,0,0,0
2012-02-05T03:00:00Z,2012-02-05T02:00:00Z,PT60M,0,0,0,0
2012-02-05T04:00:00Z,2012-02-05T03:00:00Z,PT60M,0,0,0,0
2012-02-05T05:00:00Z,2012-02-05T04:00:00Z,PT60M,0,0,0,0
2012-02-05T06:00:00Z,2012-02-05T05:00:00Z,PT60M,0,0,0,0
2012-02-05T07:00:00Z,2012-02-05T06:00:00Z,PT60M,0,0,0,0
2012-02-05T08:00:00Z,2012-02-05T07:00:00Z,PT60M,2,0,0,2
2012-02-05T09:00:00Z,2012-02-05T08:00:00Z,PT60M,20,0,0,20
2012-02-05T10:00:00Z,2012-02-05T09:00:00Z,PT60M,20,0,0,20
2012-02-05T11:00:00Z,2012-02-05T10:00:00Z,PT60M,24,0,0,24
2012-02-05T12:00:00Z,2012-02-05T11:00:00Z,PT60M,76,0,0,76
2012-02-05T13:00:00Z,2012-02-05T12:00:00Z,PT60M,66,0,0,66
2012-02-05T14:00:00Z,2012-02-05T13:00:00Z,PT60M,62,0,0,62
2012-02-05T15:00:00Z,2012-02-05T14:00:00Z,PT60M,70,0,0,70
2012-02-05T16:00:00Z,2012-02-05T15:00:00Z,PT60M,45,0,0,45
2012-02-05T17:00:00Z,2012-02-05T16:00:00Z,PT60M,14,6,1,15
2012-02-05T18:00:00Z,2012-02-05T17:00:00Z,PT60M,0,0,0,0
2012-02-05T19:00:00Z,2012-02-05T18:00:00Z,PT60M,0,0,0,0
2012-02-05T20:00:00Z,2012-02-05T19:00:00Z,PT60M,0,0,0,0
2012-02-05T21:00:00Z,2012-02-05T20:00:00Z,PT60M,0,0,0,0
2012-02-05T22:00:00Z,2012-02-05T21:00:00Z,PT60M,0,0,0,0
2012-02-05T23:00:00Z,2012-02-05T22:00:00Z,PT60M,0,0,0,0
2012-02-06T00:00:00Z,2012-02-05T23:00:00Z,PT60M,0,0,0,0
2012-02-06T01:00:00Z,2012-02-06T00:00:00Z,PT60M,0,0,0,0
2012-02-06T02:00:00Z,2012-02-06T01:00:00Z,PT60M,0,0,0,0
2012-02-06T03:00:00Z,2012-02-06T02:00:00Z,PT60M,0,0,0,0
2012-02-06T04:00:00Z,2012-02-06T03:00:00Z,PT60M,0,0,0,0
2012-02-06T05:00:00Z,2012-02-06T04:00:00Z,PT60M,0,0,0,0
2012-02-06T06:00:00Z,2012-02-06T05:00:00Z,PT60M,0,0,0,0
2012-02-06T07:00:00Z,2012-02-06T06:00:00Z,PT60M,0,0,0,0
2012-02-06T08:00:00Z,2012-02-06T07:00:00Z,PT60M,2,0,0,2
2012-02-06T09:00:00Z,2012-02-06T08:00:00Z,PT60M,15,0,0,15
2012-02-06T10:00:00Z,2012-02-06T09:00:00Z,PT60M,38,0,0,38
2012-02-06T11:00:00Z,2012-02-06T10:00:00Z,PT60M,116,0,0,116
2012-02-06T12:00:00Z,2012-02-06T11:00:00Z,PT60M,159,0,0,159
2012-02-06T13:00:00Z,2012-02-06T12:00:00Z,PT60M,143,0,0,143
2012-02-06T14:00:00Z,2012-02-06T13:00:00Z,PT60M,132,0,0,132
2012-02-06T15:00:00Z,2012-02-06T14:00:00Z,PT60M,108,44,10,118
2012-02-06T16:00:00Z,2012-02-06T15:00:00Z,PT60M,78,144,26,103
2012-02-06T17:00:00Z,2012-02-06T16:00:00Z,PT60M,18,65,6,24
2012-02-06T18:00:00Z,2012-02-06T17:00:00Z,PT60M,0,0,0,0
2012-02-06T19:00:00Z,2012-02-06T18:00:00Z,PT60M,0,0,0,0
2012-02-06T20:00:00Z,2012-02-06T19:00:00Z,PT60M,0,0,0,0
2012-02-06T21:00:00Z,2012-02-06T20:00:00Z,PT60M,0,0,0,0
2012-02-06T22:00:00Z,2012-02-06T21:00:00Z,PT60M,0,0,0,0
2012-02-06T23:00:00Z,2012-02-06T22:00:00Z,PT60M,0,0,0,0
2012-02-07T00:00:00Z,2012-02-06T23:00:00Z,PT60M,0,0,0,0
2012-02-07T01:00:00Z,2012-02-07T00:00:00Z,PT60M,0,0,0,0
2012-02-07T02:00:00Z,2012-02-07T01:00:00Z,PT60M,0,0,0,0
2012-02-07T03:00:00Z,2012-02-07T02:00:00Z,PT60M,0,0,0,0
2012-02-07T04:00:00Z,2012-02-07T03:00:00Z,PT60M,0,0,0,0
2012-02-07T05:00:00Z,2012-02-07T04:00:00Z,PT60M,0,0,0,0
2012-02-07T06:00:00Z,2012-02-07T05:00:00Z,PT60M,0,0,0,0
2012-02-07T07:00:00Z,2012-02-07T06:00:00Z,PT60M,0,0,0,0
2012-02-07T08:00:00Z,2012-02-07T07:00:00Z,PT60M,4,11,1,5
2012-02-07T09:00:00Z,2012-02-07T08:00:00Z,PT60M,39,14,1,40
2012-02-07T10:00:00Z,2012-02-07T09:00:00Z,PT60M,69,475,119,188
2012-02-07T11:00:00Z,2012-02-07T10:00:00Z,PT60M,82,669,218,300
2012-02-07T12:00:00Z,2012-02-07T11:00:00Z,PT60M,93,704,263,357
2012-02-07T13:00:00Z,2012-02-07T12:00:00Z,PT60M,116,621,238,354
2012-02-07T14:00:00Z,2012-02-07T13:00:00Z,PT60M,108,598,211,319
2012-02-07T15:00:00Z,2012-02-07T14:00:00Z,PT60M,108,440,123,231
2012-02-07T16:00:00Z,2012-02-07T15:00:00Z,PT60M,57,451,83,140
2012-02-07T17:00:00Z,2012-02-07T16:00:00Z,PT60M,18,144,14,32
2012-02-07T18:00:00Z,2012-02-07T17:00:00Z,PT60M,0,0,0,0
2012-02-07T19:00:00Z,2012-02-07T18:00:00Z,PT60M,0,0,0,0
2012-02-07T20:00:00Z,2012-02-07T19:00:00Z,PT60M,0,0,0,0
2012-02-07T21:00:00Z,2012-02-07T20:00:00Z,PT60M,0,0,0,0
2012-02-07T22:00:00Z,2012-02-07T21:00:00Z,PT60M,0,0,0,0
2012-02-07T23:00:00Z,2012-02-07T22:00:00Z,PT60M,0,0,0,0
2012-02-08T00:00:00Z,2012-02-07T23:00:00Z,PT60M,0,0,0,0
2012-02-08T01:00:00Z,2012-02-08T00:00:00Z,PT60M,0,0,0,0
2012-02-08T02:00:00Z,2012-02-08T01:00:00Z,PT60M,0,0,0,0
2012-02-08T03:00:00Z,2012-02-08T02:00:00Z,PT60M,0,0,0,0
2012-02-08T04:00:00Z,2012-02-08T03:00:00Z,PT60M,0,0,0,0
2012-02-08T05:00:00Z,2012-02-08T04:00:00Z,PT60M,0,0,0,0
2012-02-08T06:00:00Z,2012-02-08T05:00:00Z,PT60M,0,0,0,0
2012-02-08T07:00:00Z,2012-02-08T06:00:00Z,PT60M,0,0,0,0
2012-02-08T08:00:00Z,2012-02-08T07:00:00Z,PT60M,3,0,0,3
2012-02-08T09:00:00Z,2012-02-08T08:00:00Z,PT60M,23,0,0,23
2012-02-08T10:00:00Z,2012-02-08T09:00:00Z,PT60M,29,0,0,29
2012-02-08T11:00:00Z,2012-02-08T10:00:00Z,PT60M,38,0,0,38
2012-02-08T12:00:00Z,2012-02-08T11:00:00Z,PT60M,45,0,0,45
2012-02-08T13:00:00Z,2012-02-08T12:00:00Z,PT60M,55,0,0,55
2012-02-08T14:00:00Z,2012-02-08T13:00:00Z,PT60M,72,0,0,72
2012-02-08T15:00:00Z,2012-02-08T14:00:00Z,PT60M,62,0,0,62
2012-02-08T16:00:00Z,2012-02-08T15:00:00Z,PT60M,56,0,0,56
2012-02-08T17:00:00Z,2012-02-08T16:00:00Z,PT60M,15,0,0,15
2012-02-08T18:00:00Z,2012-02-08T17:00:00Z,PT60M,0,0,0,0
2012-02-08T19:00:00Z,2012-02-08T18:00:00Z,PT60M,0,0,0,0
2012-02-08T20:00:00Z,2012-02-08T19:00:00Z,PT60M,0,0,0,0
2012-02-08T21:00:00Z,2012-02-08T20:00:00Z,PT60M,0,0,0,0
2012-02-08T22:00:00Z,2012-02-08T21:00:00Z,PT60M,0,0,0,0
2012-02-08T23:00:00Z,2012-02-08T22:00:00Z,PT60M,0,0,0,0
2012-02-09T00:00:00Z,2012-02-08T23:00:00Z,PT60M,0,0,0,0
2012-02-09T01:00:00Z,2012-02-09T00:00:00Z,PT60M,0,0,0,0
2012-02-09T02:00:00Z,2012-02-09T01:00:00Z,PT60M,0,0,0,0
2012-02-09T03:00:00Z,2012-02-09T02:00:00Z,PT60M,0,0,0,0
2012-02-09T04:00:00Z,2012-02-09T03:00:00Z,PT60M,0,0,0,0
2012-02-09T05:00:00Z,2012-02-09T04:00:00Z,PT60M,0,0,0,0
2012-02-09T06:00:00Z,2012-02-09T05:00:00Z,PT60M,0,0,0,0
2012-02-09T07:00:00Z,2012-02-09T06:00:00Z,PT60M,0,0,0,0
2012-02-09T08:00:00Z,2012-02-09T07:00:00Z,PT60M,5,8,1,6
2012-02-09T09:00:00Z,2012-02-09T08:00:00Z,PT60M,34,0,0,34
2012-02-09T10:00:00Z,2012-02-09T09:00:00Z,PT60M,33,0,0,33
2012-02-09T11:00:00Z,2012-02-09T10:00:00Z,PT60M,133,0,0,133
2012-02-09T12:00:00Z,2012-02-09T11:00:00Z,PT60M,184,0,0,184
2012-02-09T13:00:00Z,2012-02-09T12:00:00Z,PT60M,168,125,49,217
2012-02-09T14:00:00Z,2012-02-09T13:00:00Z,PT60M,156,2,1,156
2012-02-09T15:00:00Z,2012-02-09T14:00:00Z,PT60M,101,0,0,101
2012-02-09T16:00:00Z,2012-02-09T15:00:00Z,PT60M,80,0,0,80
2012-02-09T17:00:00Z,2012-02-09T16:00:00Z,PT60M,20,0,0,20
2012-02-09T18:00:00Z,2012-02-09T17:00:00Z,PT60M,0,0,0,0
2012-02-09T19:00:00Z,2012-02-09T18:00:00Z,PT60M,0,0,0,0
2012-02-09T20:00:00Z,2012-02-09T19:00:00Z,PT60M,0,0,0,0
2012-02-09T21:00:00Z,2012-02-09T20:00:00Z,PT60M,0,0,0,0
2012-02-09T22:00:00Z,2012-02-09T21:00:00Z,PT60M,0,0,0,0
2012-02-09T23:00:00Z,2012-02-09T22:00:00Z,PT60M,0,0,0,0
2012-02-10T00:00:00Z,2012-02-09T23:00:00Z,PT60M,0,0,0,0
2012-02-10T01:00:00Z,2012-02-10T00:00:00Z,PT60M,0,0,0,0
2012-02-10T02:00:00Z,2012-02-10T01:00:00Z,PT60M,0,0,0,0
2012-02-10T03:00:00Z,2012-02-10T02:00:00Z,PT60M,0,0,0,0
2012-02-10T04:00:00Z,2012-02-10T03:00:00Z,PT60M,0,0,0,0
2012-02-10T05:00:00Z,2012-02-10T04:00:00Z,PT60M,0,0,0,0
2012-02-10T06:00:00Z,2012-02-10T05:00:00Z,PT60M,0,0,0,0
2012-02-10T07:00:00Z,2012-02-10T06:00:00Z,PT60M,0,0,0,0
2012-02-10T08:00:00Z,2012-02-10T07:00:00Z,PT60M,6,17,1,7
2012-02-10T09:00:00Z,2012-02-10T08:00:00Z,PT60M,35,0,0,35
2012-02-10T10:00:00Z,2012-02-10T09:00:00Z,PT60M,83,0,0,83
2012-02-10T11:00:00Z,2012-02-10T10:00:00Z,PT60M,83,0,0,83
2012-02-10T12:00:00Z,2012-02-10T11:00:00Z,PT60M,87,0,0,87
2012-02-10T13:00:00Z,2012-02-10T12:00:00Z,PT60M,214,101,40,254
2012-02-10T14:00:00Z,2012-02-10T13:00:00Z,PT60M,164,371,136,300
2012-02-10T15:00:00Z,2012-02-10T14:00:00Z,PT60M,80,660,195,275
2012-02-10T16:00:00Z,2012-02-10T15:00:00Z,PT60M,50,593,118,168
2012-02-10T17:00:00Z,2012-02-10T16:00:00Z,PT60M,21,229,24,45
2012-02-10T18:00:00Z,2012-02-10T17:00:00Z,PT60M,0,0,0,0
2012-02-10T19:00:00Z,2012-02-10T18:00:00Z,PT60M,0,0,0,0
2012-02-10T20:00:00Z,2012-02-10T19:00:00Z,PT60M,0,0,0,0
2012-02-10T21:00:00Z,2012-02-10T20:00:00Z,PT60M,0,0,0,0
2012-02-10T22:00:00Z,2012-02-10T21:00:00Z,PT60M,0,0,0,0
2012-02-10T23:00:00Z,2012-02-10T22:00:00Z,PT60M,0,0,0,0
2012-02-11T00:00:00Z,2012-02-10T23:00:00Z,PT60M,0,0,0,0
2012-02-11T01:00:00Z,2012-02-11T00:00:00Z,PT60M,0,0,0,0
2012-02-11T02:00:00Z,2012-02-11T01:00:00Z,PT60M,0,0,0,0
2012-02-11T03:00:00Z,2012-02-11T02:00:00Z,PT60M,0,0,0,0
2012-02-11T04:00:00Z,2012-02-11T03:00:00Z,PT60M,0,0,0,0
2012-02-11T05:00:00Z,2012-02-11T04:00:00Z,PT60M,0,0,0,0
2012-02-11T06:00:00Z,2012-02-11T05:00:00Z,PT60M,0,0,0,0
2012-02-11T07:00:00Z,2012-02-11T06:00:00Z,PT60M,0,0,0,0
2012-02-11T08:00:00Z,2012-02-11T07:00:00Z,PT60M,6,49,4,11
2012-02-11T09:00:00Z,2012-02-11T08:00:00Z,PT60M,41,465,69,110
2012-02-11T10:00:00Z,2012-02-11T09:00:00Z,PT60M,61,680,176,238
2012-02-11T11:00:00Z,2012-02-11T10:00:00Z,PT60M,71,783,270,341
2012-02-11T12:00:00Z,2012-02-11T11:00:00Z,PT60M,75,827,326,401
2012-02-11T13:00:00Z,2012-02-11T12:00:00Z,PT60M,83,808,326,410
2012-02-11T14:00:00Z,2012-02-11T13:00:00Z,PT60M,80,780,291,372
2012-02-11T15:00:00Z,2012-02-11T14:00:00Z,PT60M,70,718,219,289
2012-02-11T16:00:00Z,2012-02-11T15:00:00Z,PT60M,54,580,118,172
2012-02-11T17:00:00Z,2012-02-11T16:00:00Z,PT60M,23,233,25,48
2012-02-11T18:00:00Z,2012-02-11T17:00:00Z,PT60M,0,0,0,0
2012-02-11T19:00:00Z,2012-02-11T18:00:00Z,PT60M,0,0,0,0
2012-02-11T20:00:00Z,2012-02-11T19:00:00Z,PT60M,0,0,0,0
2012-02-11T21:00:00Z,2012-02-11T20:00:00Z,PT60M,0,0,0,0
2012-02-11T22:00:00Z,2012-02-11T21:00:00Z,PT60M,0,0,0,0
2012-02-11T23:00:00Z,2012-02-11T22:00:00Z,PT60M,0,0,0,0
2012-02-12T00:00:00Z,2012-02-11T23:00:00Z,PT60M,0,0,0,0
2012-02-12T01:00:00Z,2012-02-12T00:00:00Z,PT60M,0,0,0,0
2012-02-12T02:00:00Z,2012-02-12T01:00:00Z,PT60M,0,0,0,0
2012-02-12T03:00:00Z,2012-02-12T02:00:00Z,PT60M,0,0,0,0
2012-02-12T04:00:00Z,2012-02-12T03:00:00Z,PT60M,0,0,0,0
2012-02-12T05:00:00Z,2012-02-12T04:00:00Z,PT60M,0,0,0,0
2012-02-12T06:00:00Z,2012-02-12T05:00:00Z,PT60M,0,0,0,0
2012-02-12T07:00:00Z,2012-02-12T06:00:00Z,PT60M,0,0,0,0
2012-02-12T08:00:00Z,2012-02-12T07:00:00Z,PT60M,7,0,0,7
2012-02-12T09:00:00Z,2012-02-12T08:00:00Z,PT60M,39,0,0,39
2012-02-12T10:00:00Z,2012-02-12T09:00:00Z,PT60M,52,0,0,52
2012-02-12T11:00:00Z,2012-02-12T10:00:00Z,PT60M,91,0,0,91
2012-02-12T12:00:00Z,2012-02-12T11:00:00Z,PT60M,75,0,0,75
2012-02-12T13:00:00Z,2012-02-12T12:00:00Z,PT60M,66,0,0,66
2012-02-12T14:00:00Z,2012-02-12T13:00:00Z,PT60M,73,0,0,73
2012-02-12T15:00:00Z,2012-02-12T14:00:00Z,PT60M,70,0,0,70
2012-02-12T16:00:00Z,2012-02-12T15:00:00Z,PT60M,71,0,0,71
2012-02-12T17:00:00Z,2012-02-12T16:00:00Z,PT60M,31,44,4,35
2012-02-12T18:00:00Z,2012-02-12T17:00:00Z,PT60M,0,0,0,0
2012-02-12T19:00:00Z,2012-02-12T18:00:00Z,PT60M,0,0,0,0
2012-02-12T20:00:00Z,2012-02-12T19:00:00Z,PT60M,0,0,0,0
2012-02-12T21:00:00Z,2012-02-12T20:00:00Z,PT60M,0,0,0,0
2012-02-12T22:00:00Z,2012-02-12T21:00:00Z,PT60M,0,0,0,0
2012-02-12T23:00:00Z,2012-02-12T22:00:00Z,PT60M,0,0,0,0
2012-02-13T00:00:00Z,2012-02-12T23:00:00Z,PT60M,0,0,0,0
2012-02-13T01:00:00Z,2012-02-13T00:00:00Z,PT60M,0,0,0,0
2012-02-13T02:00:00Z,2012-02-13T01:00:00Z,PT60M,0,0,0,0
2012-02-13T03:00:00Z,2012-02-13T02:00:00Z,PT60M,0,0,0,0
2012-02-13T04:00:00Z,2012-02-13T03:00:00Z,PT60M,0,0,0,0
2012-02-13T05:00:00Z,2012-02-13T04:00:00Z,PT60M,0,0,0,0
2012-02-13T06:00:00Z,2012-02-13T05:00:00Z,PT60M,0,0,0,0
2012-02-13T07:00:00Z,2012-02-13T06:00:00Z,PT60M,0,0,0,0
2012-02-13T08:00:00Z,2012-02-13T07:00:00Z,PT60M,8,28,2,11
2012-02-13T09:00:00Z,2012-02-13T08:00:00Z,PT60M,37,0,0,37
2012-02-13T10:00:00Z,2012-02-13T09:00:00Z,PT60M,94,0,0,94
2012-02-13T11:00:00Z,2012-02-13T10:00:00Z,PT60M,123,0,0,123
2012-02-13T12:00:00Z,2012-02-13T11:00:00Z,PT60M,130,0,0,130
2012-02-13T13:00:00Z,2012-02-13T12:00:00Z,PT60M,116,0,0,116
2012-02-13T14:00:00Z,2012-02-13T13:00:00Z,PT60M,121,0,0,121
2012-02-13T15:00:00Z,2012-02-13T14:00:00Z,PT60M,131,0,0,131
2012-02-13T16:00:00Z,2012-02-13T15:00:00Z,PT60M,67,0,0,67
2012-02-13T17:00:00Z,2012-02-13T16:00:00Z,PT60M,19,0,0,19
2012-02-13T18:00:00Z,2012-02-13T17:00:00Z,PT60M,0,0,0,0
2012-02-13T19:00:00Z,2012-02-13T18:00:00Z,PT60M,0,0,0,0
2012-02-13T20:00:00Z,2012-02-13T19:00:00Z,PT60M,0,0,0,0
2012-02-13T21:00:00Z,2012-02-13T20:00:00Z,PT60M,0,0,0,0
2012-02-13T22:00:00Z,2012-02-13T21:00:00Z,PT60M,0,0,0,0
2012-02-13T23:00:00Z,2012-02-13T22:00:00Z,PT60M,0,0,0,0
2012-02-14T00:00:00Z,2012-02-13T23:00:00Z,PT60M,0,0,0,0
2012-02-14T01:00:00Z,2012-02-14T00:00:00Z,PT60M,0,0,0,0
2012-02-14T02:00:00Z,2012-02-14T01:00:00Z,PT60M,0,0,0,0
2012-02-14T03:00:00Z,2012-02-14T02:00:00Z,PT60M,0,0,0,0
2012-02-14T04:00:00Z,2012-02-14T03:00:00Z,PT60M,0,0,0,0
2012-02-14T05:00:00Z,2012-02-14T04:00:00Z,PT60M,0,0,0,0
2012-02-14T06:00:00Z,2012-02-14T05:00:00Z,PT60M,0,0,0,0
2012-02-14T07:00:00Z,2012-02-14T06:00:00Z,PT60M,0,0,0,0
2012-02-14T08:00:00Z,2012-02-14T07:00:00Z,PT60M,7,0,0,7
2012-02-14T09:00:00Z,2012-02-14T08:00:00Z,PT60M,43,0,0,43
2012-02-14T10:00:00Z,2012-02-14T09:00:00Z,PT60M,93,14,4,97
2012-02-14T11:00:00Z,2012-02-14T10:00:00Z,PT60M,186,68,25,211
2012-02-14T12:00:00Z,2012-02-14T11:00:00Z,PT60M,168,31,12,180
2012-02-14T13:00:00Z,2012-02-14T12:00:00Z,PT60M,119,0,0,119
2012-02-14T14:00:00Z,2012-02-14T13:00:00Z,PT60M,172,24,9,181
2012-02-14T15:00:00Z,2012-02-14T14:00:00Z,PT60M,162,48,17,179
2012-02-14T16:00:00Z,2012-02-14T15:00:00Z,PT60M,97,4,1,98
2012-02-14T17:00:00Z,2012-02-14T16:00:00Z,PT60M,28,0,0,28
2012-02-14T18:00:00Z,2012-02-14T17:00:00Z,PT60M,0,0,0,0
2012-02-14T19:00:00Z,2012-02-14T18:00:00Z,PT60M,0,0,0,0
2012-02-14T20:00:00Z,2012-02-14T19:00:00Z,PT60M,0,0,0,0
2012-02-14T21:00:00Z,2012-02-14T20:00:00Z,PT60M,0,0,0,0
2012-02-14T22:00:00Z,2012-02-14T21:00:00Z,PT60M,0,0,0,0
2012-02-14T23:00:00Z,2012-02-14T22:00:00Z,PT60M,0,0,0,0
2012-02-15T00:00:00Z,2012-02-14T23:00:00Z,PT60M,0,0,0,0
2012-02-15T01:00:00Z,2012-02-15T00:00:00Z,PT60M,0,0,0,0
2012-02-15T02:00:00Z,2012-02-15T01:00:00Z,PT60M,0,0,0,0
2012-02-15T03:00:00Z,2012-02-15T02:00:00Z,PT60M,0,0,0,0
2012-02-15T04:00:00Z,2012-02-15T03:00:00Z,PT60M,0,0,0,0
2012-02-15T05:00:00Z,2012-02-15T04:00:00Z,PT60M,0,0,0,0
2012-02-15T06:00:00Z,2012-02-15T05:00:00Z,PT60M,0,0,0,0
2012-02-15T07:00:00Z,2012-02-15T06:00:00Z,PT60M,0,0,0,0
2012-02-15T08:00:00Z,2012-02-15T07:00:00Z,PT60M,11,58,5,16
2012-02-15T09:00:00Z,2012-02-15T08:00:00Z,PT60M,59,58,13,72
2012-02-15T10:00:00Z,2012-02-15T09:00:00Z,PT60M,110,352,92,202
2012-02-15T11:00:00Z,2012-02-15T10:00:00Z,PT60M,78,726,263,340
2012-02-15T12:00:00Z,2012-02-15T11:00:00Z,PT60M,224,8,3,227
2012-02-15T13:00:00Z,2012-02-15T12:00:00Z,PT60M,106,0,0,106
2012-02-15T14:00:00Z,2012-02-15T13:00:00Z,PT60M,72,0,0,72
2012-02-15T15:00:00Z,2012-02-15T14:00:00Z,PT60M,99,0,0,99
2012-02-15T16:00:00Z,2012-02-15T15:00:00Z,PT60M,97,0,0,97
2012-02-15T17:00:00Z,2012-02-15T16:00:00Z,PT60M,39,23,2,41
2012-02-15T18:00:00Z,2012-02-15T17:00:00Z,PT60M,1,1,0,1
2012-02-15T19:00:00Z,2012-02-15T18:00:00Z,PT60M,0,0,0,0
2012-02-15T20:00:00Z,2012-02-15T19:00:00Z,PT60M,0,0,0,0
2012-02-15T21:00:00Z,2012-02-15T20:00:00Z,PT60M,0,0,0,0
2012-02-15T22:00:00Z,2012-02-15T21:00:00Z,PT60M,0,0,0,0
2012-02-15T23:00:00Z,2012-02-15T22:00:00Z,PT60M,0,0,0,0
2012-02-16T00:00:00Z,2012-02-15T23:00:00Z,PT60M,0,0,0,0
2012-02-16T01:00:00Z,2012-02-16T00:00:00Z,PT60M,0,0,0,0
2012-02-16T02:00:00Z,2012-02-16T01:00:00Z,PT60M,0,0,0,0
2012-02-16T03:00:00Z,2012-02-16T02:00:00Z,PT60M,0,0,0,0
2012-02-16T04:00:00Z,2012-02-16T03:00:00Z,PT60M,0,0,0,0
2012-02-16T05:00:00Z,2012-02-16T04:00:00Z,PT60M,0,0,0,0
2012-02-16T06:00:00Z,2012-02-16T05:00:00Z,PT60M,0,0,0,0
2012-02-16T07:00:00Z,2012-02-16T06:00:00Z,PT60M,0,0,0,0
2012-02-16T08:00:00Z,2012-02-16T07:00:00Z,PT60M,12,10,1,13
2012-02-16T09:00:00Z,2012-02-16T08:00:00Z,PT60M,69,0,0,69
2012-02-16T10:00:00Z,2012-02-16T09:00:00Z,PT60M,86,332,91,178
2012-02-16T11:00:00Z,2012-02-16T10:00:00Z,PT60M,89,0,0,89
2012-02-16T12:00:00Z,2012-02-16T11:00:00Z,PT60M,192,51,22,213
2012-02-16T13:00:00Z,2012-02-16T12:00:00Z,PT60M,239,177,76,315
2012-02-16T14:00:00Z,2012-02-16T13:00:00Z,PT60M,147,121,51,198
2012-02-16T15:00:00Z,2012-02-16T14:00:00Z,PT60M,112,0,0,112
2012-02-16T16:00:00Z,2012-02-16T15:00:00Z,PT60M,84,0,0,84
2012-02-16T17:00:00Z,2012-02-16T16:00:00Z,PT60M,42,70,6,48
2012-02-16T18:00:00Z,2012-02-16T17:00:00Z,PT60M,0,0,0,0
